NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
5384,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3100000,33,1
5385,PASIRHALANG,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
5386,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,2800000,33,1
5387,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2500000,33,1
5388,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
5391,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3900000,33,1
5392,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2000000,33,1
5393,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4900000,32,1
5394,SINDANGJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5800000,35,1
5395,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,3100000,35,1
5396,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,3600000,33,1
5397,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,3500000,35,1
5398,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,1
5400,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3800000,35,1
5401,RANCA SENGGANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,5400000,35,1
5402,TANJUNGJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,911362,32,1
5403,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,1972189,30,1
5404,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA S 125,15963366,27,1
5406,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1565043,33,1
5408,CIPEUNDEUY,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3675324,29,1
5409,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,2135572,28,1
5410,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3116171,26,1
5411,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,3385455,25,1
5413,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1453327,30,1
5414,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2259136,30,1
5415,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,2424610,30,1
5416,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3191167,25,1
5420,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,502318,34,1
5422,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,3415503,26,1
5423,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,6927575,24,1
5424,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3644116,24,1
5425,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1879788,31,1
5428,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3574751,28,1
5430,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPRTY CBSPLUS,4048890,35,1
5431,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,2701064,30,1
5432,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,TVS,NTORQ 125,5200000,29,1
5433,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,5500000,35,1
5435,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4400000,35,1
5436,BOJONGMEKAR,CIPEUNDEUY,KAB. BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,29,1
5439,CITAPEN,CIHAMPELAS,KAB. BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4400000,33,1
5440,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,BENELLI,PATAGONIAN EAGLE 250,9271268,27,1
5446,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,SONIC 150 R,5098196,27,1
5447,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
5448,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,5100000,29,1
5449,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,PIAGGIO,VESPA LX 125 I-GET,9700000,36,1
5450,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,7648867,23,1
5451,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,27,1
5453,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5300000,23,1
5454,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,35,1
5455,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,34,1
5456,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,GEAR 125 S-VERSION,2700000,35,1
5457,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4300000,33,1
5458,RANCAPANGGUNG,CILILIN,KAB. BANDUNG,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,5500000,33,1
5460,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4400000,33,1
5463,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,NOZOMI,AZABU WCR 200CC LC,8500000,35,1
5467,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4249913,23,1
5471,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAISAR,TRISEDA RX LONG 150,10100000,35,1
5472,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,33,1
5473,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4100000,35,1
5475,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,9410381,22,1
5476,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,5689784,19,1
5477,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2044384,29,1
5478,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,1
5480,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,5000000,17,1
5482,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,5500000,29,1
5483,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,SUZUKI,GSX 150 BANDIT,8200000,35,1
5487,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,29,1
5489,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4100000,33,1
5490,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6000000,35,1
5492,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,1
5493,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,1
5496,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,CB VERZA 150,3200000,35,1
5499,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
5500,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,12353752,21,1
5504,PASIRLANGU,CISARUA,KAB. BANDUNG,MOTOR BARU,SUZUKI,GSX R 150,6000000,35,1
5505,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,3900000,29,1
5506,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,17,1
5508,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,5600000,35,1
5513,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
5515,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,17,1
5518,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
5519,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,33,1
5523,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO ISS,2900000,33,1
5524,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R STREETFIRE,4600000,23,1
5532,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
5533,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
5538,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,5100000,23,1
5541,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,35,1
5544,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
5546,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3500000,33,1
5547,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEWSUPRA X 125 FI CW,4200000,23,1
5550,BARANANGSIANG,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3200000,33,1
5551,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3500000,35,1
5553,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2800000,33,1
5554,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3550000,35,1
5555,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
5556,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,CB 150 R STREETFIRE,5000000,23,1
5558,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3100000,29,1
5559,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,5200000,23,1
5560,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,9271851,9,1
5561,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,5000000,33,1
5563,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,6400000,23,1
5564,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,23,1
5570,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,35,1
5573,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,23,1
5576,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,CBR 150 R,6000000,29,1
5577,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3000000,23,1
5578,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4000000,29,1
5579,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,8375054,13,1
5580,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI CBS ISS,2700000,23,1
5581,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5200000,35,1
5582,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,29,1
5586,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
5587,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,5200000,29,1
5588,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,7300000,23,1
5593,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35,1
5594,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,5900000,35,1
5596,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C ABS,5300000,23,1
5603,SUKASARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,3300000,35,1
5604,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,VIAR,CROSS X 150,4000000,11,1
5606,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4300000,33,1
5607,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
5609,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
5611,JAMBUDIPA,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3600000,35,1
5612,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 125 ESP CBS,5000000,33,1
5616,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW XSR 155,6600000,29,1
5617,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3700000,17,1
5620,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
5621,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,33,1
5622,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5100000,35,1
5623,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,GEAR 125,2700000,29,1
5624,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,7000000,29,1
5625,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,4600000,33,1
5627,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,7900000,29,1
5631,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,3900000,28,1
5632,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,6500000,35,1
5633,RANCAPANGGUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,6200000,23,1
5634,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35,1
5635,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,3300000,23,1
5636,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,7450000,29,1
5637,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,3400000,33,1
5639,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XMAX,22125000,35,1
5640,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4400000,11,1
5641,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 160 CBS,6000000,33,1
5644,SARINAGEN,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,32,1
5646,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3600000,35,1
5647,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
5651,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,ADV 150 CBS,5300000,23,1
5655,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESP CBS,4000000,17,1
5658,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4500000,17,1
5659,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2700000,33,1
5661,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW AEROX 155 C ABS,4600000,33,1
5662,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,5000000,22,1
5663,CIHARASHAS,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,23,1
5664,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,33,1
5666,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,4000000,33,1
5669,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2800000,33,1
5670,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,10200000,23,1
5671,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2800000,33,1
5672,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,TVS,CALLISTO 110,3000000,35,1
5674,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,5600000,33,1
5676,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,10000000,17,1
5680,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,5200000,35,1
5681,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY FASHION,3100000,33,1
5682,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,1803855,33,1
5684,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,1
5685,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,10400000,11,1
5691,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,4500000,33,1
5692,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW REVO FI FIT,2500000,35,1
5694,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,35,1
5700,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2900000,33,1
5701,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA S125 IGET3V IE,15000000,17,1
5702,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,3400000,35,1
5703,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,33,1
5707,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5300000,29,1
5708,MANDALAMUKTI,CIKALONG WETAN,KAB. BANDUNG,MOTOR BARU,YAMAHA,NEW AEROX 155 C,4600000,33,1
5709,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,VESPA S125 IGET3V IE,10000000,27,1
5711,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,20000000,11,1
5712,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO ISS,3000000,33,1
5713,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3700000,33,1
5715,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,2100000,35,1
5716,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3400000,35,1
5720,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,2400000,35,1
5721,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
5722,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW REVO FI FIT,2200000,35,1
5723,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,6000000,35,1
5724,CIMANGGU,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,CBR 150 R,5000000,35,1
5725,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,35,1
5726,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,3200000,35,1
5727,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2600000,35,1
5728,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,6900000,33,1
5729,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3700000,35,1
5730,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,33,1
5731,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,GENIO CBS,2000000,33,1
5732,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA S,4800000,35,1
5733,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,2300000,35,1
5734,SIRNAGALIH,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,3000000,35,1
5735,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2000000,35,1
5736,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1900000,35,1
5737,KANANGASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,3300000,35,1
5738,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA R,4700000,35,1
5739,CICANGKANG GIRANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BARU,HONDA,PCX150,5000000,35,1
5740,SIRNARAJA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,KAWASAKI,D-TRACKER 150 SE,8500000,35,1
5743,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,1800000,35,1
5744,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,3000000,35,1
5745,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CBS FI,2600000,35,1
5746,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2983563,29,1
